rest_name,sqrt_fcnt1,sqrt_rcnt1,tdidf1,sqrt_fcnt2,sqrt_rcnt2,tdidf2,sqrt_fcnt3,sqrt_rcnt3,tdidf3,sqrt_fcnt4,sqrt_rcnt4,tdidf4,sqrt_fcnt5,sqrt_rcnt5,tdidf5,sqrt_fcnt6,sqrt_rcnt6,tdidf6
hyderabad-dum-biryani-milpitas,0.0,0.0,0.0,0.0,0.0,0.0,10.535653752852738,11.61895003862225,0.848528137423857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sagar-sweets-restaurant-san-jose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
new-india-chaat-cafe-san-jose-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
satkar-indian-cuisine-sunnyvale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shah-restaurant-sunnyvale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amber-india-restaurant-san-jose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aachi-aappakadai-sunnyvale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
el-camino-mongolian-bbq-santa-clara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
komala-vilas-sunnyvale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ganesha-indian-cuisine-sweets-and-catering-santa-clara-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shalimar-restaurant-sunnyvale-sunnyvale-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.297058540778355,9.9498743710662,0.0
shan-santa-clara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shan-restaurant-cupertino-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
milan-sweet-center-milpitas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
turmeric-restaurant-sunnyvale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sus-mongolian-bbq-santa-clara-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mayuri-indian-cuisine-santa-clara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
peacock-indian-cuisine-santa-clara-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zeni-ethiopian-restaurant-san-jose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vegetarian-house-san-jose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sweet-tomatoes-san-jose-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chaats-and-currys-sunnyvale-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tandoori-oven-san-jose-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
new-tandoori-cafe-san-jose-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
saravanaa-bhavan-sunnyvale-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phillys-cheesesteaks-and-wings-san-jose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
swagat-indian-cuisine-milpitas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
the-mynt-san-jose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
milan-indian-cuisine-milpitas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
ichaat-cafe-sunnyvale-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mas-restaurant-san-jose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thali-indian-vegetarian-sunnyvale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.796097232266085,51.48787728039354,7.985640646055102,8.700169592637543,13.018747830901473,1.8
kabab-and-currys-santa-clara,0.0,0.0,0.0,0.0,0.0,0.0,19.209372712298546,18.291616465790582,2.014213562373095,4.358898943540674,11.916375287812984,0.6,18.163816367292046,20.184702647109663,2.788854381999832,10.677078252031311,15.132745950421556,1.0
naan-n-masala-milpitas,0.0,0.0,0.0,0.0,0.0,0.0,17.146428199482248,16.34013463836819,1.2,0.0,0.0,0.0,0.0,0.0,0.0,9.746794344808963,16.30950643030009,1.4142135623730951
tayyibaat-meat-and-grill-milpitas-4,0.0,0.0,0.0,8.306623862918075,6.244997998398398,0.8,5.242640687119285,12.772987359578167,2.0,0.0,0.0,0.0,19.697715603592208,16.3707055437449,0.8,35.805027579936315,36.6742416417845,1.0
himalayan-kitchen-mountain-view,4.358898943540674,13.130835104434873,1.8,0.0,0.0,0.0,26.832576822965095,30.557438524302,1.8,45.51315420109309,64.22415697890897,3.985640646055102,0.0,0.0,0.0,0.0,0.0,0.0
mirch-masala-milpitas-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.449489742783178,3.872983346207417,1.0,2.23606797749979,4.898979485566356,1.0
rajjot-sweet-and-snacks-sunnyvale,1.4142135623730951,7.476613454106905,1.8,0.0,0.0,0.0,3.7416573867739413,9.643650760992955,1.0,3.872983346207417,6.782329983125268,0.8,9.486832980505138,5.5677643628300215,0.8,0.0,0.0,0.0
hyderabad-dum-biryani-milpitas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.535653752852738,11.61895003862225,0.848528137423857
deedees-santa-clara,0.0,0.0,0.0,23.515952032609693,24.0,0.6,0.0,0.0,0.0,1.0,3.4641016151377544,1.0,0.0,0.0,0.0,0.0,0.0,0.0
chaat-bhavan-sunnyvale-2,0.0,0.0,0.0,0.0,2.449489742783178,0.0,16.732010338615726,19.86157321995207,2.0,0.0,0.0,0.0,1.4142135623730951,11.180339887498949,1.0,0.0,0.0,0.0
madras-cafe-sunnyvale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.745966692414834,14.317552417822247,1.9313708498984763,0.0,0.0,0.0
tofoo-com-chay-san-jose-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bikaner-sweets-chaat-cafe-sunnyvale-2,0.0,9.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,4.358898943540674,11.916375287812984,0.6,0.0,0.0,0.0,0.0,0.0,0.0
anjappar-chettinad-indian-restaurant-milpitas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14142842854285,17.146428199482248,1.4142135623730951,0.0,0.0,0.0,0.0,0.0,0.0
little-india-cafe-sunnyvale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.358898943540674,11.916375287812984,0.8,0.0,0.0,0.0
mezbaan-santa-clara-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4142135623730951,4.47213595499958,0.8,0.0,0.0,0.0
great-indian-cuisine-santa-clara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.123105625617661,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bhavikas-indian-vegetarian-food-sunnyvale-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
india-chaat-cuisine-sunnyvale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chaat-house-sunnyvale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
red-chillies-milpitas-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sagar-sweets-restaurant-san-jose,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
satkar-indian-cuisine-sunnyvale,0.0,2.23606797749979,1.4142135623730951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
new-india-chaat-cafe-san-jose-2,0.0,0.0,0.0,0.0,0.0,0.0,13.341664064126334,17.435595774162696,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shah-restaurant-sunnyvale,0.0,0.0,0.0,7.3484692283495345,12.206555615733702,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
el-camino-mongolian-bbq-santa-clara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aachi-aappakadai-sunnyvale,0.0,0.0,0.0,18.734993995195193,30.805843601498726,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amber-india-restaurant-san-jose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
komala-vilas-sunnyvale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shan-restaurant-cupertino-2,14.491376746189438,9.16515138991168,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
milan-sweet-center-milpitas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shalimar-restaurant-sunnyvale-sunnyvale-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ganesha-indian-cuisine-sweets-and-catering-santa-clara-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shan-santa-clara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sus-mongolian-bbq-santa-clara-2,10.344080432788601,22.47220505424423,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
turmeric-restaurant-sunnyvale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zeni-ethiopian-restaurant-san-jose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mayuri-indian-cuisine-santa-clara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
peacock-indian-cuisine-santa-clara-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sweet-tomatoes-san-jose-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vegetarian-house-san-jose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chaats-and-currys-sunnyvale-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tandoori-oven-san-jose-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
new-tandoori-cafe-san-jose-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tirupathi-bhimas-milpitas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
saravanaa-bhavan-sunnyvale-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phillys-cheesesteaks-and-wings-san-jose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
swagat-indian-cuisine-milpitas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
the-mynt-san-jose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
milan-indian-cuisine-milpitas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ichaat-cafe-sunnyvale-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mas-restaurant-san-jose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
himalayan-kitchen-mountain-view,12.992423183828251,32.078865274704974,2.8,6.782329983125268,24.228082879171435,1.6,9.831760866327848,14.071247279470288,2.039230484541326,4.358898943540674,13.130835104434873,1.8,0.0,0.0,0.0,26.832576822965095,30.557438524302,1.8
chaat-bhavan-sunnyvale-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.449489742783178,0.0,16.732010338615726,19.86157321995207,2.0
tayyibaat-meat-and-grill-milpitas-4,0.0,8.246211251235321,0.6,0.0,1.7320508075688772,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.306623862918075,6.244997998398398,0.8,5.242640687119285,12.772987359578167,2.0
naan-n-masala-milpitas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.146428199482248,16.34013463836819,1.2
kabab-and-currys-santa-clara,0.0,0.0,0.0,0.0,0.0,0.0,12.867956800420359,19.93971110657808,1.4,0.0,0.0,0.0,0.0,0.0,0.0,19.209372712298546,18.291616465790582,2.014213562373095
rajjot-sweet-and-snacks-sunnyvale,0.0,9.413196555437485,2.1313708498984765,0.0,0.0,0.0,0.0,0.0,0.0,1.4142135623730951,7.476613454106905,1.8,0.0,0.0,0.0,3.7416573867739413,9.643650760992955,1.0
great-indian-cuisine-santa-clara,0.0,0.0,0.0,4.47213595499958,1.7320508075688772,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.123105625617661,1.0
deedees-santa-clara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.515952032609693,24.0,0.6,0.0,0.0,0.0
el-camino-mongolian-bbq-santa-clara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.8
tofoo-com-chay-san-jose-2,39.0411385229106,25.139441626089585,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
new-india-chaat-cafe-san-jose-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1622776601683795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.341664064126334,17.435595774162696,0.6
bikaner-sweets-chaat-cafe-sunnyvale-2,0.0,0.0,0.0,2.0,8.306623862918075,0.8,2.23606797749979,8.602325267042627,0.8,0.0,9.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
shah-restaurant-sunnyvale,3.3166247903554,6.4031242374328485,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3484692283495345,12.206555615733702,0.6,0.0,0.0,0.0
bhavikas-indian-vegetarian-food-sunnyvale-2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.977725364273731,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aachi-aappakadai-sunnyvale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.734993995195193,30.805843601498726,1.0,0.0,0.0,0.0
satkar-indian-cuisine-sunnyvale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23606797749979,1.4142135623730951,0.0,0.0,0.0,0.0,0.0,0.0
sagar-sweets-restaurant-san-jose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
chaat-house-sunnyvale,2.6457513110645907,11.357816691600547,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
india-chaat-cuisine-sunnyvale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
red-chillies-milpitas-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anjappar-chettinad-indian-restaurant-milpitas,0.0,0.0,0.0,7.0,11.74734012447073,1.1313708498984762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shan-restaurant-cupertino-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.491376746189438,9.16515138991168,0.6,0.0,0.0,0.0,0.0,0.0,0.0
little-india-cafe-sunnyvale,0.0,0.0,0.0,0.0,0.0,0.0,4.69041575982343,4.58257569495584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
milan-sweet-center-milpitas,0.0,0.0,0.0,0.0,0.0,0.0,1.4142135623730951,7.681145747868608,0.848528137423857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
komala-vilas-sunnyvale,2.8284271247461903,5.385164807134504,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sus-mongolian-bbq-santa-clara-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.344080432788601,22.47220505424423,0.6,0.0,0.0,0.0,0.0,0.0,0.0
amber-india-restaurant-san-jose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shalimar-restaurant-sunnyvale-sunnyvale-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ganesha-indian-cuisine-sweets-and-catering-santa-clara-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
turmeric-restaurant-sunnyvale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shan-santa-clara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zeni-ethiopian-restaurant-san-jose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sweet-tomatoes-san-jose-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mayuri-indian-cuisine-santa-clara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
peacock-indian-cuisine-santa-clara-3,0.0,7.681145747868608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vegetarian-house-san-jose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chaats-and-currys-sunnyvale-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tandoori-oven-san-jose-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
new-tandoori-cafe-san-jose-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tirupathi-bhimas-milpitas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phillys-cheesesteaks-and-wings-san-jose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
saravanaa-bhavan-sunnyvale-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
swagat-indian-cuisine-milpitas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
the-mynt-san-jose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
milan-indian-cuisine-milpitas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ichaat-cafe-sunnyvale-3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mas-restaurant-san-jose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
himalayan-kitchen-mountain-view,0.0,0.0,0.0,0.0,0.0,0.0,3.1622776601683795,6.6332495807108,1.0,12.992423183828251,32.078865274704974,2.8,6.782329983125268,24.228082879171435,1.6,9.831760866327848,14.071247279470288,2.039230484541326
kabab-and-currys-santa-clara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.867956800420359,19.93971110657808,1.4
tayyibaat-meat-and-grill-milpitas-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.246211251235321,0.6,0.0,1.7320508075688772,1.0,0.0,0.0,0.0
tofoo-com-chay-san-jose-2,0.0,0.0,0.0,10.583005244258363,9.1104335791443,0.848528137423857,14.0,19.390719429665317,0.8,39.0411385229106,25.139441626089585,0.6,0.0,0.0,0.0,0.0,0.0,0.0
bikaner-sweets-chaat-cafe-sunnyvale-2,0.0,0.0,0.0,9.8309518948453,17.210872428689477,2.214213562373095,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.306623862918075,0.8,2.23606797749979,8.602325267042627,0.8
rajjot-sweet-and-snacks-sunnyvale,0.0,0.0,0.0,28.30194339616981,17.88854381999832,0.848528137423857,0.0,2.23606797749979,0.0,0.0,9.413196555437485,2.1313708498984765,0.0,0.0,0.0,0.0,0.0,0.0
deedees-santa-clara,28.24889378365107,20.97617696340303,1.1313708498984762,12.045361017187261,9.778728117662471,0.0,3.7416573867739413,11.045361017187261,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bhavikas-indian-vegetarian-food-sunnyvale-2,0.0,0.0,0.0,1.4142135623730951,3.4641016151377544,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.977725364273731,1.0
milan-sweet-center-milpitas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4142135623730951,7.681145747868608,0.848528137423857
great-indian-cuisine-santa-clara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.47213595499958,1.7320508075688772,1.0,0.0,0.0,0.0
chaat-bhavan-sunnyvale-2,54.62600113499065,99.05553997631834,0.8,3.1622776601683795,16.83058749682621,1.6,6.594966921040464,25.55455698479884,1.7313708498984761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anjappar-chettinad-indian-restaurant-milpitas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11.74734012447073,1.1313708498984762,0.0,0.0,0.0
chaat-house-sunnyvale,0.0,0.0,0.0,8.831760866327848,9.38083151964686,0.8,0.0,0.0,0.0,2.6457513110645907,11.357816691600547,0.6,0.0,0.0,0.0,0.0,0.0,0.0
red-chillies-milpitas-2,0.0,2.6457513110645907,0.8,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
