rest_name,tdidf
himalayan-kitchen-mountain-view,2.198695274012212
ananda-bhavan-milpitas-milpitas,2.1349832754503595
india-chaat-cuisine-sunnyvale,2.063601010199865
tirupathi-bhimas-milpitas,2.059309437326144
aachi-aappakadai-sunnyvale,1.8551106143984721
chennai-grill-sunnyvale,1.5066746436485081
saravana-bhavan-milpitas,1.3929539379519114
dosateria-cupertino,1.3749982177217217
anjappar-chettinad-indian-restaurant-milpitas,1.2819394303908698
bangalore-cafe-santa-clara,1.1538932160623352
abhiruchi-sunnyvale-2,0.8805155730737231
chennai-kings-express-san-jose,0.8291470834363186
swathi-tiffins-sunnyvale,0.4744167922376458
pesarattu-santa-clara,0.31301099938851296
swagat-indian-cuisine-milpitas,0.295907642685945
thali-indian-vegetarian-sunnyvale,0.2931649320290109
sris-kitchen-san-jose,0.2880681691799575
bharat-bazar-food-court-sunnyvale,0.22119532299282363
red-chillies-milpitas-2,0.2175122420994116
rasams-sunnyvale-2,0.20993202488109539
thalappakatti-restaurant-milpitas,0.1966171967206802
mayuri-indian-cuisine-santa-clara,0.18667670342880632
indian-express-san-jose-8,0.16323192021563027
chaat-bhavan-sunnyvale-2,0.14815952592686343
amber-india-restaurant-san-jose,0.10442129676407894
kings-of-punjab-sunnyvale-2,0.09562101941689764
golkonda-indian-cuisine-santa-clara,0.09516185809960731
zeni-ethiopian-restaurant-san-jose,0.09292437472362823
walia-ethiopian-cuisine-san-jose,0.0917436404634315
bawarchi-sunnyvale-4,0.07043210066305707
biryaniz-milpitas,0.05398505880268032
biryani-bowl-santa-clara-santa-clara-4,0.04802109654777431
little-india-cafe-sunnyvale,0.045905260240172496
shalimar-restaurant-sunnyvale-sunnyvale-2,0.03942804440658659
gojo-ethiopian-restaurant-san-jose-2,0.03488813564688342
tandoori-oven-san-jose-2,0.03181291097944379
gulzaar-halal-restaurant-and-catering-san-jose-7,0.02730098368007372
peacock-indian-cuisine-santa-clara-3,0.02684498390080452
milan-sweet-center-milpitas,0.01616482166487395
bombay-to-goa-sunnyvale,0.009257003947596943
kabab-and-currys-santa-clara,0.00903009257288212
the-mynt-san-jose,0.008871047317571979
lakshmi-bazaar-san-jose,0.006895315241086309
deedees-santa-clara,0.006432497273767157
shah-restaurant-sunnyvale,0.0063924332273783465
aqui-cal-mex-cupertino-3,0.0055327929584571
chaats-and-currys-sunnyvale-6,0.005433756980887328
treatbot-the-karaoke-ice-cream-truck-san-jose-3,0.004716525631977775
tayyibaat-meat-and-grill-milpitas-4,0.004272875041599655
madras-cafe-sunnyvale,25.39367361986307
ananda-bhavan-sunnyvale,6.89746572357885
amruta-vilas-sunnyvale,6.692661863904949
saravanaa-bhavan-sunnyvale-2,6.562920672288995
amaravathi-indian-pure-vegetarian-restaurant-sunnyvale-2,5.877814863678012
ulavacharu-sunnyvale-2,5.359626791007087
madurai-idli-kadai-sunnyvale,3.9169230338411567
sankranti-sunnyvale,3.5893442714288843
madurai-modern-cafe-sunnyvale,3.469391221780532
indian-street-cafe-sunnyvale,3.277160028932377
sangeetha-sunnyvale-2,2.727126295758419
ananda-bhavan-milpitas-milpitas,2.59003878566343
tirupathi-bhimas-milpitas,2.5007923905377925
komala-vilas-sunnyvale,2.256075850963336
bangalore-cafe-santa-clara,2.0142765460393894
chennai-grill-sunnyvale,1.8521545586568107
saravana-bhavan-milpitas,1.8012951900994811
anjappar-chettinad-indian-restaurant-milpitas,1.7807367699113705
dosateria-cupertino,1.7720561714359002
chennai-kings-express-san-jose,1.0135704801661154
thali-indian-vegetarian-sunnyvale,1.0016337762501224
aachi-aappakadai-sunnyvale,0.9659829202454654
india-chaat-cuisine-sunnyvale,0.7743736092654645
swathi-tiffins-sunnyvale,0.6596473520070221
swagat-indian-cuisine-milpitas,0.4552851299487895
himalayan-kitchen-mountain-view,0.4502994963453798
sris-kitchen-san-jose,0.3924858629149856
pesarattu-santa-clara,0.34346360370120504
indian-express-san-jose-8,0.3022185545460876
golkonda-indian-cuisine-santa-clara,0.3003203232767384
walia-ethiopian-cuisine-san-jose,0.24497641466214065
